gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
Os12g0570700,OsMT1a,0.0,0.0,0.609,0.331,0.278,2.63167048977488,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0959200,Asr4,0.0,0.0,0.363,0.161,0.202,2.54797562561769,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0959100,Asr3,0.0,0.0,0.589,0.353,0.236,2.38938226695417,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os12g0628600,Os12g0628600,0.0,0.0,0.262,0.054,0.208,1.96039790008127,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0136200,Oshsp16.9B,0.0,0.0,0.403,0.182,0.221,1.88469632919246,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0121500,LOC_Os01g03130,0.0,0.0,0.618,0.371,0.247,1.87496289299713,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0615100,OCPI2,0.0,0.0,0.504,0.378,0.126,1.76095929245635,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0822700,LOC_Os03g60780,0.0,0.0,0.703,0.562,0.141,1.68280109208589,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os08g0509100,OsLOX8,0.0,0.0,0.458,0.156,0.302,1.61302135508473,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0267200,OsHsp17.7,0.0,0.0,0.781,0.672,0.109,1.53560571110731,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0277300,Os03g0277300,0.0,0.0,0.537,0.29,0.247,1.53496429572233,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0245800,OsHSP26,0.0,0.0,0.464,0.29,0.174,1.47782659419169,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0267000,OsHSP18.0-CI,0.0,0.0,0.826,0.736,0.09,1.45661153835318,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0184100,OsHsp18.0,0.0,0.0,0.805,0.734,0.0710000000000001,1.43122312892405,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0864500,OsSDS1,0.0,0.0,0.572,0.353,0.219,1.42736647165877,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os11g0704500,MT1A,0.0,0.0,0.833,0.668,0.165,1.40872544815081,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0142400,LOC_Os04g05650,0.0,0.0,0.652,0.42,0.232,1.38121617449264,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0266900,OsHsp17.3,0.0,0.0,0.924,0.879,0.045,1.31792090698987,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0445100,LOC_Os04g36750,0.0,0.0,0.338,0.137,0.201,1.30692921824141,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os09g0444900,LOC_Os09g27260,0.0,0.0,0.476,0.217,0.259,1.28480197234297,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0734100,LOC_Os03g52370,0.0,0.0,0.449,0.262,0.187,1.27669492203732,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os10g0491000,LOC_Os10g34930,0.0,0.0,0.513,0.261,0.252,1.27599174125159,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0136100,Oshsp16.9A,0.0,0.0,0.342,0.173,0.169,1.25077747730442,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0592500,LOC_Os06g39240,0.0,0.0,0.76,0.67,0.09,1.24322456266797,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0758000,OsHsp24.1,0.0,0.0,0.83,0.786,0.0439999999999999,1.21684467106698,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os07g0631200,LOC_Os07g43740,0.0,0.0,0.617,0.515,0.102,1.20425848682622,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os12g0567800,OsMT1f,0.0,0.0,0.521,0.325,0.196,1.1922362074678,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0460000,OsctHSP70-1,0.0,0.0,0.669,0.551,0.118,1.18758921275312,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0782500,OsHSP18.0-CIII,0.0,0.0,0.65,0.576,0.0740000000000001,1.16990675640296,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0519700,HSP101,0.0,0.0,0.555,0.369,0.186,1.16704936604193,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os07g0663800,OsSDR110C-MI4,0.0,0.0,0.526,0.363,0.163,1.12900225777548,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0650900,OsDjC56,0.0,0.0,0.484,0.312,0.172,1.11481536677122,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os09g0115500,OsCBSX2,0.0,0.0,0.558,0.315,0.243,1.11459685410952,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0107900,Hsp90,0.0,0.0,0.456,0.265,0.191,1.10463044840537,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0543900,OsGDH2,0.0,0.0,0.648,0.455,0.193,1.10307921559269,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0543000,OsAsr1,0.0,0.0,0.807,0.65,0.157,1.0848882066842,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0734300,LOC_Os03g52390,0.0,0.0,0.729,0.548,0.181,1.06543204534081,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0259900,LOC_Os02g15930,0.0,0.0,0.416,0.197,0.219,1.05745443320812,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0803200,Oc1*,0.0,0.0,0.829,0.7,0.129,1.04162087744174,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0615050,Os01g0615050,0.0,0.0,0.6,0.461,0.139,1.04006341850198,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0312600,OsCML21,0.0,0.0,0.483,0.25,0.233,1.03068678086549,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0739700,LOC_Os03g52910,0.0,0.0,0.69,0.476,0.214,1.02614607223153,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0266300,Oshsp17.9A,0.0,0.0,0.797,0.756,0.041,1.02513931898164,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0380900,OsCML15,0.0,0.0,0.844,0.766,0.078,1.01547309339987,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
LNC_Os02g06925,LNC_Os02g06925,0.0,0.0,0.293,0.145,0.148,1.01311040118025,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os08g0500700,OsHSP82A,0.0,0.0,0.867,0.852,0.015,1.01016565100507,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os08g0508800,Lox2:Os:1,0.0,0.0,0.262,0.057,0.205,1.00724004330588,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0584200,LEA8,0.0,0.0,0.546,0.331,0.215,1.00540915672851,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os12g0448900,PIOX,0.0,0.0,0.319,0.171,0.148,0.987458050628037,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0840100,OsMed37_1,0.0,0.0,0.811,0.74,0.0710000000000001,0.971337681396371,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0949300,LOC_Os01g72080,0.0,0.0,0.542,0.377,0.165,0.953189287595099,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0745600,LOC_Os03g53400,0.0,0.0,0.291,0.149,0.142,0.946123829919858,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0637000,LOC_Os02g42450,0.0,0.0,0.533,0.349,0.184,0.937119183167407,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0114400,LOC_Os03g02330,0.0,0.0,0.538,0.333,0.205,0.929600227393295,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0787300,OsDjA5,0.0,0.0,0.806,0.767,0.039,0.923906378543278,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0105400,LDH,0.0,0.0,0.622,0.485,0.137,0.907210853126756,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0711300,LOC_Os02g48140,0.0,0.0,0.256,0.102,0.154,0.883414738200109,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0654500,LOC_Os04g56040,0.0,0.0,0.722,0.561,0.161,0.882279588345171,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0758200,LOC_Os02g52170,0.0,0.0,0.715,0.551,0.164,0.877205680184091,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0168500,LOC_Os06g07200,0.0,0.0,0.459,0.25,0.209,0.868326064698085,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os12g0603800,OsCML5,0.0,0.0,0.732,0.532,0.2,0.859054985129724,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0579100,Os06g0579100,0.0,0.0,0.452,0.282,0.17,0.847524589424516,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0121600,OsABCG1,0.0,0.0,0.602,0.431,0.171,0.836064352624487,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0538900,OsGLYI5,0.0,0.0,0.338,0.15,0.188,0.834504010628065,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0426900,ClpB-c,0.0,0.0,0.392,0.189,0.203,0.822481993459525,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os09g0385700,OsSAP17,0.0,0.0,0.746,0.639,0.107,0.820938355795482,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0175100,LOC_Os01g07970,0.0,0.0,0.702,0.528,0.174,0.812770852169904,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0706600,LOC_Os01g51030,0.0,0.0,0.358,0.149,0.209,0.806011867597049,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0955100,OsCML31,0.0,0.0,0.834,0.806,0.0279999999999999,0.803385388385308,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0268700,LOC_Os06g15760,0.0,0.0,0.534,0.289,0.245,0.79821027041725,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0562300,OsDjB7,0.0,0.0,0.561,0.465,0.096,0.792871014736747,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0600300,AOX1B,0.0,0.0,0.604,0.472,0.132,0.791687548616849,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0740700,OsMMP1,0.0,0.0,0.752,0.56,0.192,0.790626759731644,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os09g0536700,OsMFS5,0.0,0.0,0.559,0.429,0.13,0.788746734301922,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0796000,LOC_Os01g58350,0.0,0.0,0.411,0.258,0.153,0.788257701431011,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os07g0186000,TRXH,0.0,0.0,0.997,0.989,0.008,0.785864001829117,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0283500,OsRhmbd3,0.0,0.0,0.52,0.372,0.148,0.784726378770994,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os10g0542900,Cht8,0.0,0.0,0.41,0.241,0.169,0.783321991769543,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0170000,RS5,0.0,0.0,0.703,0.518,0.185,0.772466723284069,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0128800,LOC_Os06g03810,0.0,0.0,0.377,0.243,0.134,0.768730993311082,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0564400,OsRab11C3,0.0,0.0,0.671,0.525,0.146,0.764831438607874,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0739400,LOC_Os02g50600,0.0,0.0,0.668,0.549,0.119,0.764643815838044,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0724500,LOC_Os03g51459,0.0,0.0,0.5,0.294,0.206,0.758677569325826,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0733900,LOC_Os02g50110,0.0,0.0,0.474,0.315,0.159,0.757651524717475,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os08g0256000,LOC_Os08g15650,0.0,0.0,0.647,0.423,0.224,0.756837267524326,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0538000,LOC_Os04g45480,0.0,0.0,0.355,0.161,0.194,0.752542637467269,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0576600,LOC_Os05g50100,0.0,0.0,0.804,0.673,0.131,0.745668198251221,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0180800,LOC_Os01g08560,0.0,0.0,0.669,0.569,0.1,0.744760671973162,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0126800,LOC_Os05g03590,0.0,0.0,0.706,0.556,0.15,0.740939628028856,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0683400,Os06g0683400,0.0,0.0,0.795,0.722,0.0730000000000001,0.723988430706932,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0595100,OsUGE1,0.0,0.0,0.769,0.63,0.139,0.722981101318243,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os08g0104400,LOC_Os08g01370,0.0,0.0,0.408,0.244,0.164,0.7213353342802,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0429000,LOC_Os03g31510,0.0,0.0,0.729,0.618,0.111,0.718235496361149,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os07g0585900,LOC_Os07g39720,0.0,0.0,0.433,0.194,0.239,0.717814759287426,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0717900,LOC_Os03g50870,0.0,0.0,0.55,0.395,0.155,0.714219910754366,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0637400,OsCEP15,0.0,0.0,0.328,0.183,0.145,0.704040992118446,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0759400,OsRING-1,0.0,0.0,0.484,0.265,0.219,0.701142524011538,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0781300,LOC_Os03g56860,0.0,0.0,0.753,0.582,0.171,0.69559416687933,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os10g0379100,Os-THT1,0.0,0.0,0.516,0.369,0.147,0.691387202861655,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0161900,HSFA2D,0.0,0.0,0.278,0.135,0.143,0.690789257065562,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0776900,OsDjC35,0.0,0.0,0.724,0.657,0.0669999999999999,0.687166007000626,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0352400,OsFKBP62b,0.0,0.0,0.407,0.26,0.147,0.685435246363601,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0194900,LOC_Os03g09900,0.0,0.0,0.89,0.792,0.098,0.684714474379927,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0185900,OsWRKY107,0.0,0.0,0.499,0.294,0.205,0.677102300115947,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0669100,LIP9,0.0,0.0,0.972,0.922,0.0499999999999999,0.676886168968821,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0561000,OsMIOX,0.0,0.0,0.457,0.31,0.147,0.674654714376537,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0740600,LOC_Os02g50710,0.0,0.0,0.894,0.811,0.083,0.672166767680313,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os05g0171900,OsGLYI6,0.0,0.0,0.403,0.261,0.142,0.671890731310798,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
LNC_Os06g12035,LNC_Os06g12035,0.0,0.0,0.336,0.185,0.151,0.66755705255683,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os08g0549000,OsGL1A,0.0,0.0,0.561,0.43,0.131,0.665719430664633,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0458600,LOC_Os04g38540,0.0,0.0,0.206,0.061,0.145,0.663048908618231,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0326500,LOC_Os03g21000,0.0,0.0,0.657,0.474,0.183,0.660316981860756,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os04g0674000,LOC_Os04g57760,0.0,0.0,0.83,0.757,0.073,0.657097939781125,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0734200,LOC_Os03g52380,0.0,0.0,0.502,0.283,0.219,0.650402691621511,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0146400,OsISC7,0.0,0.0,0.537,0.38,0.157,0.648421416390179,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0241900,LOC_Os03g13840,0.0,0.0,0.85,0.812,0.0379999999999999,0.640270491972229,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0263700,LOC_Os03g15720,0.0,0.0,0.859,0.827,0.032,0.639902503798774,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os10g0527400,OsGSTU19,0.0,0.0,0.27,0.132,0.138,0.639262711354775,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0218500,LOC_Os03g11910,0.0,0.0,0.382,0.234,0.148,0.635095061126757,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0662200,OsbZIP52,0.0,0.0,0.8,0.661,0.139,0.633573767999671,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os02g0261100,UBC5B,0.0,0.0,0.907,0.871,0.036,0.630482671361832,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os01g0141000,AP2/EREBP129,0.0,0.0,0.566,0.422,0.144,0.627461258782052,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0603300,OsVQ23,0.0,0.0,0.329,0.155,0.174,0.627389189478865,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0681400,Ubi1,0.0,0.0,0.986,0.966,0.02,0.623431288574341,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os03g0787000,LOC_Os03g57310,0.0,0.0,0.675,0.547,0.128,0.622885561407065,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
Os06g0506600,OsUBC17,0.0,0.0,0.957,0.929,0.0279999999999999,0.617454008489234,Parenchyma,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0005421,oryza_sativa,Root;Leaf,CRA004082
